id,name,owner,watchers,created_at,updated_at,size,stars,open_issues_count,forks,topic
37958358,tesseract.js,naptha,35251,2015-06-24T02:49:52Z,2024-11-08T09:19:01Z,109171,35251,35,2228,Calendar
1213225,highlight.js,highlightjs,23690,2011-01-01T23:47:21Z,2024-11-08T14:30:13Z,14997,23690,107,3595,Calendar
381979,fullcalendar,fullcalendar,18636,2009-11-22T23:16:51Z,2024-11-08T13:52:35Z,32499,18636,1006,3615,Calendar
2649214,arangodb,arangodb,13563,2011-10-26T06:42:00Z,2024-11-08T13:41:40Z,2844768,13563,777,836,Calendar
58011499,react-dates,react-dates,12230,2016-05-04T00:49:45Z,2024-11-08T03:04:36Z,38838,12230,609,1706,Calendar
103071620,tui.calendar,nhn,11981,2017-09-11T00:21:04Z,2024-11-08T03:07:34Z,78921,11981,203,1293,Calendar
30822337,FSCalendar,WenchaoD,10602,2015-02-15T08:43:09Z,2024-11-05T13:59:23Z,2513,10602,497,1938,Calendar
12228746,sovereign,sovereign,10419,2013-08-19T22:09:16Z,2024-11-07T18:33:14Z,1052,10419,102,833,Calendar
73475252,react-native-calendars,wix,9565,2016-11-11T12:17:27Z,2024-11-08T09:47:43Z,18234,9565,354,2957,Calendar
121395510,CS-Notes,CyC2018,176945,2018-02-13T14:56:24Z,2024-11-08T15:16:08Z,116179,176945,187,51070,Notes
290091948,annotated_deep_learning_paper_implementations,labmlai,56049,2020-08-25T02:29:34Z,2024-11-08T14:36:34Z,153812,56049,29,5753,Notes
634224458,gpt-engineer,gpt-engineer-org,52335,2023-04-29T12:52:15Z,2024-11-08T13:57:49Z,20589,52335,25,6810,Notes
79162682,joplin,laurent22,45958,2017-01-16T21:49:41Z,2024-11-08T15:15:18Z,482654,45958,451,4993,Notes
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,Notes
519859998,AFFiNE,toeverything,42006,2022-07-31T18:45:21Z,2024-11-08T14:46:02Z,383608,42006,240,2741,Notes
